2025-08-19 13:53:58.4501776 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(150): void __cdecl ch31::exercises::ex4::test(int,char **): Argument: D:\etmbms\vsprojects\profcppbook\x64\Debug\profcppbook.exe
2025-08-19 13:53:58.4524472 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(150): void __cdecl ch31::exercises::ex4::test(int,char **): Argument: -d
2025-08-19 13:53:58.4528570 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(128): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): given argument: ComplicatedClass
2025-08-19 14:02:39.7073989 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 45: UserCommand
2025-08-19 14:02:39.7078656 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 46: UserCommand
2025-08-19 14:02:39.7082838 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 47: UserCommand
2025-08-19 14:02:39.7087052 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 48: UserCommand
2025-08-19 14:02:39.7092159 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 49: UserCommand
2025-08-19 14:02:39.7096993 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 50: UserCommand
2025-08-19 14:02:39.7101183 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 51: UserCommand
2025-08-19 14:02:39.7105382 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 52: UserCommand
2025-08-19 14:02:39.7109421 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 53: UserCommand
2025-08-19 14:02:39.7113664 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 54: UserCommand
2025-08-19 14:02:39.7117924 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 55: UserCommand
2025-08-19 14:02:39.7122586 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 56: UserCommand
2025-08-19 14:02:39.7126905 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 57: UserCommand
2025-08-19 14:02:39.7131176 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 58: UserCommand
2025-08-19 14:02:39.7135637 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 59: UserCommand
2025-08-19 14:02:39.7139767 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 60: UserCommand
2025-08-19 14:02:39.7143691 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 61: UserCommand
2025-08-19 14:02:39.7147691 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 62: UserCommand
2025-08-19 14:02:39.7151669 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 63: UserCommand
2025-08-19 14:02:39.7155661 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 64: UserCommand
2025-08-19 14:02:39.7159675 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 65: UserCommand
2025-08-19 14:02:39.7164237 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 66: UserCommand
2025-08-19 14:02:39.7168211 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 67: UserCommand
2025-08-19 14:02:39.7172212 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 68: UserCommand
2025-08-19 14:02:39.7176222 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 69: UserCommand
2025-08-19 14:02:39.7180296 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 70: UserCommand
2025-08-19 14:02:39.7184618 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 71: UserCommand
2025-08-19 14:02:39.7188883 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 72: UserCommand
2025-08-19 14:02:39.7192924 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 73: UserCommand
2025-08-19 14:02:39.7197065 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 74: UserCommand
2025-08-19 14:02:39.7201554 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 75: UserCommand
2025-08-19 14:02:39.7205636 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 76: UserCommand
2025-08-19 14:02:39.7209782 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 77: UserCommand
2025-08-19 14:02:39.7213926 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 78: UserCommand
2025-08-19 14:02:39.7218013 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 79: UserCommand
2025-08-19 14:02:39.7222077 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 80: UserCommand
2025-08-19 14:02:39.7226024 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 81: UserCommand
2025-08-19 14:02:39.7229998 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 82: UserCommand
2025-08-19 14:02:39.7233964 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 83: UserCommand
2025-08-19 14:02:39.7238025 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 84: UserCommand
2025-08-19 14:02:39.7242304 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 85: UserCommand
2025-08-19 14:02:39.7246410 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 86: UserCommand
2025-08-19 14:02:39.7250581 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 87: UserCommand
2025-08-19 14:02:39.7254676 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 88: UserCommand
2025-08-19 14:02:39.7258733 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 89: UserCommand
2025-08-19 14:02:39.7263300 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 90: UserCommand
2025-08-19 14:02:39.7268046 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 91: UserCommand
2025-08-19 14:02:39.7272116 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 92: UserCommand
2025-08-19 14:02:39.7276099 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 93: UserCommand
2025-08-19 14:02:39.7280439 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 94: UserCommand
2025-08-19 14:02:39.7284732 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 95: UserCommand
2025-08-19 14:02:39.7289371 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 96: UserCommand
2025-08-19 14:02:39.7293960 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 97: UserCommand
2025-08-19 14:02:39.7298393 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 98: UserCommand
2025-08-19 14:02:39.7303026 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 99: UserCommand
2025-08-19 14:28:34.0885495 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(152): void __cdecl ch31::exercises::ex4::test(int,char **): Argument: D:\etmbms\vsprojects\profcppbook\x64\Debug\profcppbook.exe
2025-08-19 14:28:34.0910920 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(152): void __cdecl ch31::exercises::ex4::test(int,char **): Argument: -d
2025-08-19 14:28:34.0916292 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(130): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): given argument: ComplicatedClass
2025-08-19 14:28:34.0923063 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 0: UserCommand
2025-08-19 14:28:34.0932640 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 1: UserCommand
2025-08-19 14:28:34.0938298 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 2: UserCommand
2025-08-19 14:28:34.0943788 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 3: UserCommand
2025-08-19 14:28:34.0949127 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 4: UserCommand
2025-08-19 14:28:34.0954581 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 5: UserCommand
2025-08-19 14:28:34.0959885 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 6: UserCommand
2025-08-19 14:28:34.0964838 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 7: UserCommand
2025-08-19 14:28:34.0969730 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 8: UserCommand
2025-08-19 14:28:34.0974745 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 9: UserCommand
2025-08-19 14:28:34.0979327 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 10: UserCommand
2025-08-19 14:28:34.0983621 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 11: UserCommand
2025-08-19 14:28:34.0988225 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 12: UserCommand
2025-08-19 14:28:34.0992921 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 13: UserCommand
2025-08-19 14:28:34.0997632 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 14: UserCommand
2025-08-19 14:28:34.1002154 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 15: UserCommand
2025-08-19 14:28:34.1006659 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 16: UserCommand
2025-08-19 14:28:34.1010971 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 17: UserCommand
2025-08-19 14:28:34.1015179 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 18: UserCommand
2025-08-19 14:28:34.1019628 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 19: UserCommand
2025-08-19 14:28:34.1023759 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 20: UserCommand
2025-08-19 14:28:34.1027656 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 21: UserCommand
2025-08-19 14:28:34.1031619 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 22: UserCommand
2025-08-19 14:28:34.1035681 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 23: UserCommand
2025-08-19 14:28:34.1039997 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 24: UserCommand
2025-08-19 14:28:34.1044345 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 25: UserCommand
2025-08-19 14:28:34.1048471 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 26: UserCommand
2025-08-19 14:28:34.1052914 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 27: UserCommand
2025-08-19 14:28:34.1057211 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 28: UserCommand
2025-08-19 14:28:34.1061772 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 29: UserCommand
2025-08-19 14:28:34.1066013 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 30: UserCommand
2025-08-19 14:28:34.1070052 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 31: UserCommand
2025-08-19 14:28:34.1074448 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 32: UserCommand
2025-08-19 14:28:34.1078809 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 33: UserCommand
2025-08-19 14:28:34.1083519 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 34: UserCommand
2025-08-19 14:28:34.1087831 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 35: UserCommand
2025-08-19 14:28:34.1092674 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 36: UserCommand
2025-08-19 14:28:34.1097365 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 37: UserCommand
2025-08-19 14:28:34.1101633 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 38: UserCommand
2025-08-19 14:28:34.1105810 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 39: UserCommand
2025-08-19 14:28:34.1110233 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 40: UserCommand
2025-08-19 14:28:34.1115085 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 41: UserCommand
2025-08-19 14:28:34.1119832 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 42: UserCommand
2025-08-19 14:28:34.1124441 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 43: UserCommand
2025-08-19 14:28:34.1128765 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 44: UserCommand
2025-08-19 14:28:34.1133355 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 45: UserCommand
2025-08-19 14:28:34.1138765 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 46: UserCommand
2025-08-19 14:28:34.1144196 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 47: UserCommand
2025-08-19 14:28:34.1149176 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 48: UserCommand
2025-08-19 14:28:34.1153885 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 49: UserCommand
2025-08-19 14:28:34.1158578 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 50: UserCommand
2025-08-19 14:28:34.1163036 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 51: UserCommand
2025-08-19 14:28:34.1167519 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 52: UserCommand
2025-08-19 14:28:34.1172558 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 53: UserCommand
2025-08-19 14:28:34.1177106 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 54: UserCommand
2025-08-19 14:28:34.1181859 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 55: UserCommand
2025-08-19 14:28:34.1186085 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 56: UserCommand
2025-08-19 14:28:34.1190636 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 57: UserCommand
2025-08-19 14:28:34.1194907 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 58: UserCommand
2025-08-19 14:28:34.1199653 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 59: UserCommand
2025-08-19 14:28:34.1203775 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(134): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 60: UserCommand
